code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
27-2023.00,"Umpires, Referees, and Other Sports Officials","Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges.",2.0,2.0,3.9,3.85,2.05,2.9,2.45,False,False,40710.0,26540.0,82960.0,19.57,15780.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-2031.00,Dancers,"Perform dances. May perform on stage, for broadcasting, or for video recording.",3.0,2.0,4.76,4.91,2.01,3.03,1.79,False,False,,,,,8130.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
27-2032.00,Choreographers,Create new dance routines. Rehearse performance of routines. May direct and stage presentations.,3.0,2.0,4.71,5.0,1.43,3.05,1.81,False,False,55310.0,34090.0,138630.0,26.59,2860.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-2041.00,Music Directors and Composers,"Conduct, direct, plan, and lead instrumental or vocal performances by musical artists or groups, such as orchestras, bands, choirs, and glee clubs; or create original works of music.",4.0,8.0,4.17,3.28,1.29,3.92,1.32,False,False,73710.0,39880.0,165760.0,35.44,12540.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-2042.00,Musicians and Singers,"Play one or more musical instruments or sing. May perform on stage, for broadcasting, or for sound or video recording.",4.0,6.0,4.23,4.57,1.07,2.76,1.77,False,False,,,,,36180.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,"Speak or read from scripted materials, such as news reports or commercial messages, on radio, television, or other communications media. May play and queue music, announce artist or title of performance, identify station, or interview guests.",4.0,6.0,4.39,3.07,1.44,4.2,1.14,False,False,47340.0,28190.0,138440.0,22.76,21240.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3023.00,"News Analysts, Reporters, and Journalists","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",4.0,,4.63,3.39,1.43,3.71,1.22,False,False,62200.0,36240.0,144140.0,29.9,39250.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3031.00,Public Relations Specialists,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",4.0,6.0,4.43,2.82,1.45,3.77,1.32,False,False,74750.0,44110.0,135150.0,35.94,283380.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3041.00,Editors,"Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",4.0,6.0,4.55,3.14,1.14,3.71,1.11,False,False,77920.0,41250.0,153700.0,37.46,91690.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3042.00,Technical Writers,"Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.",4.0,5.0,4.13,2.68,1.08,3.19,1.17,False,False,90390.0,57440.0,145270.0,43.46,45500.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3043.00,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",4.0,6.0,4.88,3.18,1.0,3.87,1.11,False,False,76910.0,44310.0,139870.0,36.98,47940.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3043.05,"Poets, Lyricists and Creative Writers","Create original written works, such as scripts, essays, prose, poetry or song lyrics, for publication or performance.",4.0,6.0,2.68,1.38,1.18,1.91,1.59,False,False,76910.0,44310.0,139870.0,36.98,47940.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-3091.00,Interpreters and Translators,"Interpret oral or sign language, or translate written text from one language into another.",4.0,6.0,4.56,3.53,1.81,2.9,1.3,False,False,60170.0,37070.0,103660.0,28.93,52060.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-3092.00,Court Reporters and Simultaneous Captioners,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers.",3.0,3.0,4.81,3.5,2.38,4.28,1.28,False,False,72420.0,42130.0,130560.0,34.82,12870.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-3099.00,"Media and Communication Workers, All Other",All media and communication workers not listed separately.,,,,,,,,,False,73620.0,39120.0,134270.0,35.39,19590.0,,
27-4011.00,Audio and Video Technicians,"Set up, maintain, and dismantle audio and video equipment, such as microphones, sound speakers, connecting wires and cables, sound and mixing boards, video cameras, video monitors and servers, and related electronic equipment for live or recorded events, such as concerts, meetings, conventions, presentations, podcasts, news conferences, and sporting events.",3.0,6.0,3.86,3.41,1.11,3.78,1.84,False,False,58100.0,37990.0,100650.0,27.93,70230.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}]",
27-4012.00,Broadcast Technicians,"Set up, operate, and maintain the electronic equipment used to acquire, edit, and transmit audio and video for radio or television programs. Control and adjust incoming and outgoing broadcast signals to regulate sound volume, signal strength, and signal clarity. Operate satellite, microwave, or other transmitter equipment to broadcast radio or television programs.",3.0,5.0,4.2,3.05,1.1,3.01,1.54,False,False,59570.0,31390.0,123670.0,28.64,21110.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-4014.00,Sound Engineering Technicians,"Assemble and operate equipment to record, synchronize, mix, edit, or reproduce sound, including music, voices, or sound effects, for theater, video, film, television, podcasts, sporting events, and other productions.",3.0,2.0,4.08,3.62,1.42,2.48,1.96,False,False,73130.0,37570.0,137370.0,35.16,13080.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-4015.00,Lighting Technicians,"Set up, maintain, and dismantle light fixtures, lighting control devices, and the associated lighting electrical and rigging equipment used for photography, television, film, video, and live productions. May focus or operate light fixtures, or attach color filters or other lighting accessories.",3.0,,,,,,,,False,68060.0,42310.0,130760.0,32.72,8900.0,,
27-4021.00,Photographers,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists.",3.0,4.0,4.45,3.9,1.27,4.32,1.91,False,False,44660.0,30820.0,91810.0,21.47,51760.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-4031.00,"Camera Operators, Television, Video, and Film","Operate television, video, or film camera to record images or scenes for television, video, or film productions.",3.0,5.0,4.7,3.72,1.37,3.54,1.37,False,False,74990.0,38520.0,135180.0,36.05,21550.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-4032.00,Film and Video Editors,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images.",4.0,6.0,4.1,3.16,1.14,3.0,1.03,False,False,75420.0,40280.0,148550.0,36.26,25610.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-4099.00,"Media and Communication Equipment Workers, All Other",All media and communication equipment workers not listed separately.,,,,,,,,,False,70720.0,38870.0,135470.0,34.0,12450.0,,
29-1011.00,Chiropractors,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment.",5.0,11.0,5.0,4.84,1.1,3.6,1.0,False,False,79200.0,43460.0,146080.0,38.08,39630.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
29-1021.00,"Dentists, General","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care.",5.0,11.0,4.75,4.97,1.56,4.48,1.15,False,False,170950.0,86250.0,319630.0,82.19,124390.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
